DateTime,Distance,Status
2022-09-14 11:10:45.022230,9604,1
2022-09-14 11:10:55.023000,9604,1
2022-09-14 11:11:05.023187,9604,1
2022-09-14 11:11:15.023454,9604,1
2022-09-14 11:11:25.023701,9604,1
2022-09-14 11:11:35.024004,9604,1
2022-09-14 11:11:45.024263,9604,1
2022-09-14 11:11:55.024707,9604,1
2022-09-14 11:12:05.024968,8464,1
2022-09-14 11:12:15.025881,8464,1
2022-09-14 11:12:25.026139,8464,1
2022-09-14 11:12:35.026415,16129,1
2022-09-14 11:12:45.026635,16129,1
2022-09-14 11:12:55.027462,16129,1
2022-09-14 11:13:05.027807,16129,1
2022-09-14 11:13:15.028776,16129,1
2022-09-14 11:13:25.029576,16129,1
2022-09-14 11:13:35.029985,16129,1
2022-09-14 11:13:45.030819,16129,1
2022-09-14 11:13:55.031631,16129,1
2022-09-14 11:14:05.031890,16129,1
2022-09-14 11:14:15.032172,16129,1
2022-09-14 11:14:25.032521,31329,2
2022-09-14 11:14:35.033054,49729,0
2022-09-14 11:14:45.033252,46225,0
2022-09-14 11:14:55.034055,39601,2
2022-09-14 11:15:05.034750,12100,1
2022-09-14 11:15:15.034965,14161,1
2022-09-14 11:15:25.035201,16384,1
2022-09-14 11:15:35.035758,16900,1
2022-09-14 11:15:45.035974,16384,1
2022-09-14 11:15:55.036192,40000,2
2022-09-14 11:16:05.036678,52900,0
2022-09-14 11:16:15.037408,43264,0
2022-09-14 11:16:25.037555,15625,1
2022-09-14 11:16:35.037867,16384,1
2022-09-14 11:16:45.038560,46656,0
2022-09-14 11:16:55.038705,4624,1
2022-09-14 11:17:05.039461,41616,2
2022-09-14 11:17:15.039799,43264,0
2022-09-14 11:17:25.040729,42436,2
2022-09-14 11:17:35.040990,43264,0
2022-09-14 11:17:45.041573,46656,0
2022-09-14 11:17:55.042203,47961,0
2022-09-14 11:18:05.043182,47089,0
2022-09-14 11:18:15.043917,12544,1
2022-09-14 11:18:25.044248,46225,0
2022-09-14 11:18:35.044792,57121,0
2022-09-14 11:18:45.045338,17161,1
2022-09-14 11:18:55.046318,44944,0
2022-09-14 11:19:05.047281,45369,0
2022-09-14 11:19:15.047814,12769,1
2022-09-14 11:19:25.048466,41209,2
2022-09-14 11:19:35.048765,50625,0
2022-09-14 11:19:45.049620,1681,1
2022-09-14 11:19:55.050179,51984,0
2022-09-14 11:20:05.050609,56644,0
2022-09-14 11:20:15.050703,1681,1
2022-09-14 11:20:25.051047,15129,1
2022-09-14 11:20:35.052015,36864,2
2022-09-14 11:20:45.052692,51529,0
2022-09-14 11:20:55.053584,37249,2
2022-09-14 11:21:05.054550,36481,2
2022-09-14 11:21:15.055257,31684,2
2022-09-14 11:21:25.055873,42025,2
2022-09-14 11:21:35.056864,42436,2
2022-09-14 11:21:45.057255,35344,2
2022-09-14 11:21:55.057368,1849,1
2022-09-14 11:22:05.057969,14641,1
2022-09-14 11:22:15.058577,38809,2
2022-09-14 11:22:25.058670,39204,2
2022-09-14 11:22:35.059015,59049,0
2022-09-14 11:22:45.059567,46656,0
2022-09-14 11:22:55.059981,12544,1
2022-09-14 11:23:05.060881,14400,1
2022-09-14 11:23:15.061207,86436,0
2022-09-14 11:23:25.061669,50176,0
2022-09-14 11:23:35.061801,46225,0
2022-09-14 11:23:45.062290,44944,0
2022-09-14 11:23:55.062348,47089,0
2022-09-14 11:24:05.062475,48400,0
2022-09-14 11:24:15.062781,48400,0
2022-09-14 11:24:25.063494,47961,0
2022-09-14 11:24:35.064248,44944,0
2022-09-14 11:24:45.064404,46656,0
2022-09-14 11:24:55.064738,48400,0
2022-09-14 11:25:05.065485,47961,0
2022-09-14 11:25:15.066050,47089,0
2022-09-14 11:25:25.066057,48400,0
2022-09-14 11:25:35.066441,45796,0
2022-09-14 11:25:45.066448,46656,0
2022-09-14 11:25:55.067241,43264,0
2022-09-14 11:26:05.068105,43681,0
2022-09-14 11:26:15.069046,42436,2
2022-09-14 11:26:25.069490,55696,0
2022-09-14 11:26:35.069878,53824,0
2022-09-14 11:26:45.070874,52900,0
2022-09-14 11:26:55.071350,53824,0
2022-09-14 11:27:05.071540,54289,0
2022-09-14 11:27:15.071850,55225,0
2022-09-14 11:27:25.072011,54756,0
2022-09-14 11:27:35.072296,55225,0
2022-09-14 11:27:45.072763,52441,0
2022-09-14 11:27:55.072945,52900,0
2022-09-14 11:28:05.073815,54289,0
2022-09-14 11:28:15.074301,51984,0
2022-09-14 11:28:25.074577,52441,0
2022-09-14 11:28:35.075284,56169,0
2022-09-14 11:28:45.075859,53361,0
2022-09-14 11:28:55.076762,54289,0
2022-09-14 11:29:05.077430,50625,0
2022-09-14 11:29:15.077494,55225,0
2022-09-14 11:29:25.078164,60025,0
2022-09-14 11:29:35.078510,60516,0
2022-09-14 11:29:45.078570,54289,0
2022-09-14 11:29:55.078956,55696,0
2022-09-14 11:30:05.079908,58081,0
2022-09-14 11:30:15.080659,58081,0
2022-09-14 11:30:25.081273,54756,0
2022-09-14 11:30:35.081647,55696,0
2022-09-14 11:30:45.082180,53361,0
2022-09-14 11:30:55.083177,57121,0
2022-09-14 11:31:05.083657,60516,0
2022-09-14 11:31:15.083893,45796,0
2022-09-14 11:31:25.084013,48400,0
2022-09-14 11:31:35.084069,12321,1
2022-09-14 11:31:45.084790,12100,1
2022-09-14 11:31:55.085533,12100,1
2022-09-14 11:32:05.085589,57600,0
2022-09-14 11:32:15.085889,61009,0
2022-09-14 11:32:25.086279,1296,1
2022-09-14 11:32:35.087170,50625,0
2022-09-14 11:32:45.087952,50625,0
2022-09-14 11:32:55.088624,56169,0
2022-09-14 11:33:05.088658,56169,0
2022-09-14 11:33:15.089382,51076,0
2022-09-14 11:33:25.090042,49729,0
2022-09-14 11:33:35.090230,55225,0
2022-09-14 11:33:45.091102,48400,0
2022-09-14 11:33:55.091505,61504,0
2022-09-14 11:34:05.092199,54756,0
2022-09-14 11:34:15.092849,50625,0
2022-09-14 11:34:25.093167,54756,0
2022-09-14 11:34:35.093564,55225,0
2022-09-14 11:34:45.094441,48841,0
2022-09-14 11:34:55.094682,47524,0
2022-09-14 11:35:05.095031,13456,1
2022-09-14 11:35:15.095765,63001,0
2022-09-14 11:35:25.096192,67081,0
2022-09-14 11:35:35.096772,50176,0
2022-09-14 11:35:45.097256,50176,0
2022-09-14 11:35:55.098162,37249,2
2022-09-14 11:36:05.098310,37636,2
2022-09-14 11:36:15.098858,46225,0
2022-09-14 11:36:25.099441,49729,0
2022-09-14 11:36:35.099913,49729,0
2022-09-14 11:36:45.100657,47961,0
2022-09-14 11:36:55.101495,44521,0
2022-09-14 11:37:05.102175,47524,0
2022-09-14 11:37:15.103061,49284,0
2022-09-14 11:37:25.103556,49729,0
2022-09-14 11:37:35.104079,56169,0
2022-09-14 11:37:45.104484,53824,0
2022-09-14 11:37:55.105303,58081,0
2022-09-14 11:38:05.105727,58081,0
2022-09-14 11:38:15.106381,48400,0
2022-09-14 11:38:25.107223,10000,1
2022-09-14 11:38:35.107938,11236,1
2022-09-14 11:38:45.108841,12769,1
2022-09-14 11:38:55.109080,9604,1
2022-09-14 11:39:05.109397,10609,1
2022-09-14 11:39:15.110321,11236,1
2022-09-14 11:39:25.111034,11449,1
2022-09-14 11:39:35.112019,15129,1
2022-09-14 11:39:45.112188,48400,0
2022-09-14 11:39:55.112795,12100,1
2022-09-14 11:40:05.113420,11664,1
2022-09-14 11:40:15.113637,13924,1
2022-09-14 11:40:25.113680,15625,1
2022-09-14 11:40:35.114444,42025,2
2022-09-14 11:40:45.114715,42025,2
2022-09-14 11:40:55.115121,17956,1
2022-09-14 11:41:05.115244,15625,1
2022-09-14 11:41:15.115755,40401,2
2022-09-14 11:41:25.116402,48400,0
2022-09-14 11:41:35.117280,49284,0
2022-09-14 11:41:45.117806,1681,1
2022-09-14 11:41:55.118220,45796,0
2022-09-14 11:42:05.118251,42849,0
2022-09-14 11:42:15.118555,16641,1
2022-09-14 11:42:25.119432,15129,1
2022-09-14 11:42:35.119892,46656,0
2022-09-14 11:42:45.120841,39601,2
2022-09-14 11:42:55.121568,50176,0
2022-09-14 11:43:05.122066,65025,0
2022-09-14 11:43:15.122567,53824,0
2022-09-14 11:43:25.123363,58081,0
2022-09-14 11:43:35.124211,56644,0
2022-09-14 11:43:45.124473,56644,0
2022-09-14 11:43:55.124540,51076,0
2022-09-14 11:44:05.125027,54289,0
2022-09-14 11:44:15.125073,49284,0
2022-09-14 11:44:25.125676,55225,0
2022-09-14 11:44:35.126508,6241,1
2022-09-14 11:44:45.127231,42025,2
2022-09-14 11:44:55.127573,40804,2
2022-09-14 11:45:05.128553,48841,0
2022-09-14 11:45:15.128966,49284,0
2022-09-14 11:45:25.129010,49729,0
2022-09-14 11:45:35.129657,41616,2
2022-09-14 11:45:45.130561,44944,0
2022-09-14 11:45:55.131396,42436,2
2022-09-14 11:46:05.131990,37636,2
2022-09-14 11:46:15.132102,37636,2
2022-09-14 11:46:25.132414,49284,0
2022-09-14 11:46:35.132582,44521,0
2022-09-14 11:46:45.133196,47524,0
2022-09-14 11:46:55.134089,46225,0
2022-09-14 11:47:05.134780,46225,0
2022-09-14 11:47:15.135019,36481,2
2022-09-14 11:47:25.135377,43681,0
2022-09-14 11:47:35.135680,43264,0
2022-09-14 11:47:45.135710,46225,0
2022-09-14 11:47:55.136036,39601,2
2022-09-14 11:48:05.136453,784,1
2022-09-14 11:48:15.136557,42025,2
2022-09-14 11:48:25.136942,42849,0
2022-09-14 11:48:35.137788,39601,2
2022-09-14 11:48:45.138501,36481,2
2022-09-14 11:48:55.138802,10201,1
2022-09-14 11:49:05.139021,51076,0
2022-09-14 11:49:15.139829,52441,0
2022-09-14 11:49:25.140031,17161,1
2022-09-14 11:49:35.140560,17161,1
2022-09-14 11:49:45.141139,59049,0
2022-09-14 11:49:55.141309,59049,0
2022-09-14 11:50:05.142061,1764,1
2022-09-14 11:50:15.142091,48841,0
2022-09-14 11:50:25.142520,52441,0
2022-09-14 11:50:35.142558,52900,0
2022-09-14 11:50:45.143445,5329,1
2022-09-14 11:50:55.144309,44521,0
2022-09-14 11:51:05.144847,45369,0
2022-09-14 11:51:15.145592,44944,0
2022-09-14 11:51:25.146234,47961,0
2022-09-14 11:51:35.147177,40000,2
2022-09-14 11:51:45.147894,46656,0
2022-09-14 11:51:55.148771,42025,2
2022-09-14 11:52:05.149544,45796,0
2022-09-14 11:52:15.150458,47089,0
2022-09-14 11:52:25.150759,42436,2
2022-09-14 11:52:35.151188,44100,0
2022-09-14 11:52:45.151767,42436,2
2022-09-14 11:52:55.152711,42849,0
2022-09-14 11:53:05.153229,50176,0
2022-09-14 11:53:15.153723,46225,0
2022-09-14 11:53:25.154208,47961,0
2022-09-14 11:53:35.155144,41616,2
2022-09-14 11:53:45.155264,36100,2
2022-09-14 11:53:55.155772,44100,0
2022-09-14 11:54:05.156381,18496,1
2022-09-14 11:54:15.156551,41209,2
2022-09-14 11:54:25.157107,43264,0
2022-09-14 11:54:35.157323,45369,0
2022-09-14 11:54:45.157880,46656,0
2022-09-14 11:54:55.158191,45796,0
2022-09-14 11:55:05.158866,48400,0
2022-09-14 11:55:15.159304,14641,1
2022-09-14 11:55:25.160127,49729,0
2022-09-14 11:55:35.161083,1681,1
2022-09-14 11:55:45.161775,44100,0
2022-09-14 11:55:55.162148,51984,0
2022-09-14 11:56:05.162696,42436,2
2022-09-14 11:56:15.163188,47524,0
2022-09-14 11:56:25.163852,9604,1
2022-09-14 11:56:35.164168,9604,1
2022-09-14 11:56:45.164274,48841,0
2022-09-14 11:56:55.164901,1296,1
2022-09-14 11:57:05.165389,1681,1
2022-09-14 11:57:15.165978,56644,0
2022-09-14 11:57:25.166852,53824,0
2022-09-14 11:57:35.167197,50176,0
2022-09-14 11:57:45.167789,50176,0
2022-09-14 11:57:55.168274,36864,2
2022-09-14 11:58:05.168949,36864,2
2022-09-14 11:58:15.169237,36864,2
2022-09-14 11:58:25.169840,54756,0
2022-09-14 11:58:35.170728,1444,1
2022-09-14 11:58:45.170825,42849,0
2022-09-14 11:58:55.171409,36481,2
2022-09-14 11:59:05.171873,17956,1
2022-09-14 11:59:15.172653,45796,0
2022-09-14 11:59:25.173255,51984,0
2022-09-14 11:59:35.174078,48400,0
2022-09-14 11:59:45.174548,1369,1
2022-09-14 11:59:55.174740,53361,0
2022-09-14 12:00:05.175486,48841,0
2022-09-14 12:00:15.176054,52900,0
2022-09-14 12:00:25.176837,8836,1
2022-09-14 12:00:35.177332,48841,0
2022-09-14 12:00:45.177901,56169,0
2022-09-14 12:00:55.178598,10816,1
2022-09-14 12:01:05.179573,50625,0
2022-09-14 12:01:15.179873,50176,0
2022-09-14 12:01:25.180196,50176,0
2022-09-14 12:01:35.180993,45796,0
2022-09-14 12:01:45.181890,6084,1
2022-09-14 12:01:55.182727,51984,0
2022-09-14 12:02:05.183185,48400,0
2022-09-14 12:02:15.183403,44521,0
2022-09-14 12:02:25.184171,51984,0
2022-09-14 12:02:35.184270,51984,0
2022-09-14 12:02:45.184685,46225,0
2022-09-14 12:02:55.185233,50625,0
2022-09-14 12:03:05.185936,54756,0
2022-09-14 12:03:15.185983,52441,0
2022-09-14 12:03:25.186205,52441,0
2022-09-14 12:03:35.186527,58081,0
2022-09-14 12:03:45.186550,55696,0
2022-09-14 12:03:55.186674,52441,0
2022-09-14 12:04:05.186839,57600,0
2022-09-14 12:04:15.187789,59536,0
2022-09-14 12:04:25.188632,1296,1
2022-09-14 12:04:35.189490,61504,0
2022-09-14 12:04:45.190351,56644,0
2022-09-14 12:04:55.190943,48400,0
2022-09-14 12:05:05.191671,43681,0
2022-09-14 12:05:15.192587,61009,0
2022-09-14 12:05:25.193539,55225,0
2022-09-14 12:05:35.193776,59049,0
2022-09-14 12:05:45.194360,48400,0
2022-09-14 12:05:55.195205,59049,0
2022-09-14 12:06:05.195601,60516,0
2022-09-14 12:06:15.195743,47089,0
2022-09-14 12:06:25.196076,45369,0
2022-09-14 12:06:35.196953,2500,1
2022-09-14 12:06:45.197677,55225,0
2022-09-14 12:06:55.198003,51076,0
2022-09-14 12:07:05.198221,51984,0
2022-09-14 12:07:15.198534,48400,0
2022-09-14 12:07:25.198596,54289,0
2022-09-14 12:07:35.199195,57121,0
2022-09-14 12:07:45.200183,36481,2
2022-09-14 12:07:55.200777,56644,0
2022-09-14 12:08:05.201205,49284,0
2022-09-14 12:08:15.201870,52441,0
2022-09-14 12:08:25.202219,49729,0
2022-09-14 12:08:35.203111,49729,0
2022-09-14 12:08:45.203675,48400,0
2022-09-14 12:08:55.203802,51529,0
2022-09-14 12:09:05.204165,51984,0
2022-09-14 12:09:15.204837,49284,0
2022-09-14 12:09:25.205147,43264,0
2022-09-14 12:09:35.205466,45369,0
2022-09-14 12:09:45.205796,37636,2
2022-09-14 12:09:55.205975,784,1
2022-09-14 12:10:05.206059,34225,2
2022-09-14 12:10:15.206137,31329,2
2022-09-14 12:10:25.207043,34225,2
2022-09-14 12:10:35.207904,45796,0
2022-09-14 12:10:45.208282,5476,1
2022-09-14 12:10:55.208887,50176,0
2022-09-14 12:11:05.208974,45369,0
2022-09-14 12:11:15.209395,47089,0
2022-09-14 12:11:25.210100,47089,0
2022-09-14 12:11:35.210398,41616,2
2022-09-14 12:11:45.210576,44521,0
2022-09-14 12:11:55.210899,49729,0
2022-09-14 12:12:05.211583,64516,0
2022-09-14 12:12:15.211897,16900,1
2022-09-14 12:12:25.212299,9801,1
2022-09-14 12:12:35.212964,9604,1
2022-09-14 12:12:45.213344,9025,1
2022-09-14 12:12:55.213993,9409,1
2022-09-14 12:13:05.214988,10000,1
2022-09-14 12:13:15.215549,10201,1
2022-09-14 12:13:25.215596,9025,1
2022-09-14 12:13:35.215745,9025,1
2022-09-14 12:13:45.216484,10000,1
2022-09-14 12:13:55.216912,9604,1
2022-09-14 12:14:05.217773,9604,1
2022-09-14 12:14:15.217972,9025,1
2022-09-14 12:14:25.218879,9604,1
